BorrowerName,BorrowerAddress,BorrowerCity,BorrowerZip,FranchiseName,NAICSCode,BorrowerZip_6dig,Race,Ethnicity
MIKE HESS BREWING CO LLC,3812 Grim Ave,SAN DIEGO,92104-3602,,312120.0,92104,Unanswered,Not Hispanic or Latino
AFFIRMED HOUSING GROUP INC,13520 EVENING CREEK DR N Suite 160,SAN DIEGO,92128-8123,,236116.0,92128,Unanswered,Unknown/NotStated
"SLIDEGENIUS, INC.",1660 HOTEL CIR N,SAN DIEGO,92108,,541990.0,92108,Unanswered,Unknown/NotStated
"AFJR PARTNERSHIP, LP",6565 Miramar Road,SAN DIEGO,92121,,531190.0,92121,Unanswered,Unknown/NotStated
WALTER ANDERSEN ENTERPRISES INC,3642 ENTERPRISE ST,SAN DIEGO,92110,,444220.0,92110,Unanswered,Unknown/NotStated
"LIFE WORKS GROUP, INC.",2050 HANCOCK ST UNIT C,SAN DIEGO,92110,,624190.0,92110,Unanswered,Unknown/NotStated
"RADIOLOGY MEDICAL GROUP, INC.",150 WASHINGTON ST,SAN DIEGO,92103-2005,,621999.0,92103,Unanswered,Unknown/NotStated
DIAMOND ROOFING,4901 Morena Blvd Ste 1003,San Diego,92117-3495,,238160.0,92117,Unanswered,Not Hispanic or Latino
"THE FRENCH GOURMET, INC.",960 Turquoise Street,San Diego,92109-1141,,722320.0,92109,Unanswered,Not Hispanic or Latino
TURTLETECH DESIGN INC,5703 Oberlin Dr Ste 107,SAN DIEGO,92121,,339930.0,92121,Unanswered,Unknown/NotStated
PROJECT OUTLIER INC.,5825 OBERLIN DR STE 6,SAN DIEGO,92121-3777,,541618.0,92121,Unanswered,Unknown/NotStated
CB&CB 5TH AVE LLC,322 5th Ave,San Diego,92101-6910,,722511.0,92101,Unanswered,Unknown/NotStated
QUALITY CLAIMS MANAGEMENT CORP,2763 CAMINO DEL RIO SOUTH SUITE .00,SAN DIEGO,92108-3708,,524291.0,92108,White,Unknown/NotStated
ASEG INC.,6867 NANCY RIDGE DR,SAN DIEGO,92121-2233,,511210.0,92121,Unanswered,Unknown/NotStated
"JOSHUA'S PEST CONTROL, L P",5126 Meadows Del Mar,SAN DIEGO,92130,,561710.0,92130,Unanswered,Unknown/NotStated
MULTIFAMILY UTILITY COMPANY INC,4850 Pacific Hwy Ste 200,SAN DIEGO,92110-4001,,237110.0,92110,Unanswered,Unknown/NotStated
"PARAMOUNT BUILDING SERVICES, INC.",6307 ACORN ST,SAN DIEGO,92115-4131,,238990.0,92115,Unanswered,Unknown/NotStated
GASLAMP BAJA LOBSTER GROUP INC.,310 5th Ave,San Diego,92101-6910,,722511.0,92101,Unanswered,Not Hispanic or Latino
A&S INDUSTRIES INC.,7655 Clairemont Mesa Blvd Ste 501,San Diego,92111-1558,,722511.0,92111,Unanswered,Not Hispanic or Latino
LUMENVOX,591 Camino De La Reina  Suite 1040,San Diego,92108,,541519.0,92108,Unanswered,Unknown/NotStated
STELLA POLLY INC.,9368 Cabot Dr,San Diego,92126-4311,,312120.0,92126,Unanswered,Unknown/NotStated
SAN DIEGO HOMES AND ESTATES INC.,9988 Hibert St,San Diego,92131,,531210.0,92131,Unanswered,Unknown/NotStated
SAN DIEGO HOMES AND ESTATES INC.,9988 Hibert St Ste 150,San Diego,92131-2480,Windermere Real Estate,531210.0,92131,Unanswered,Unknown/NotStated
"REVEAL BIOSCIENCES, INC.",6760 Top Gun St. Suite 110,San Diego,92121,,541714.0,92121,Unanswered,Unknown/NotStated
UNITED CONTRACTOR ALLIANCE,10320 camino santa fe suite,SAN DIEGO,92121,,238220.0,92121,Unanswered,Unknown/NotStated
"A C I ENTERPRISES, INC.",6480 WEATHERS PL STE 300,SAN DIEGO,92121-3910,,541611.0,92121,White,Not Hispanic or Latino
"BAJA LOBSTER GROUP OF OLD TOWN, INC.",3890 TWIGGS ST,SAN DIEGO,92110-2842,,722511.0,92110,Unanswered,Not Hispanic or Latino
EQUITY BUILDER INC,8868 Clairemont Mesa Blvd,San Diego,92123-1148,,236220.0,92123,Unanswered,Not Hispanic or Latino
ECO CATERS,1505 Willow St,San Diego,92106-2124,,722320.0,92106,White,Not Hispanic or Latino
TALENTSMART INC,11526 Sorrento Valley Rd Ste A2,San Diego,92121-1308,,541611.0,92121,Unanswered,Unknown/NotStated
"5TH STREET CAPITAL, INC.",2020 N CAMINO DEL RIO #300,SAN DIEGO,92108-1541,,531311.0,92108,Unanswered,Unknown/NotStated
QSC FOODS,16166 Deer Ridge Court,San Diego,92127-3458,Jack in the Box,722511.0,92127,Unanswered,Unknown/NotStated
VITTORI & COMPANY,7163 CONSTRUCTION CT STE B,SAN DIEGO,92121-2661,,423450.0,92121,White,Not Hispanic or Latino
TRIDEN GROUP CORP,"9823 Pacific Heights Blvd., Ste H",San Diego,92121-4703,,541690.0,92121,Unanswered,Unknown/NotStated
"AWBREY COOK & MCGILL, INC.",1045 14TH STREET SUITE 100,SAN DIEGO,92101,,541310.0,92101,Unanswered,Unknown/NotStated
BIRD ROCK COFFEE ROASTERS INC.,1270 MORENA BLVD,SAN DIEGO,92110-3815,,311920.0,92110,Unanswered,Unknown/NotStated
JFB CORPORATION,2401 Camino del Rio S,San Diego,92108-3701,,722511.0,92108,White,Not Hispanic or Latino
SOILLE SAN DIEGO HEBREW DAY SCHOOL,3630 AFTON RD,SAN DIEGO,92123-2101,,611110.0,92123,White,Not Hispanic or Latino
PIER PRESSURE,5083 Santa Monica Ave,San Diego,92107-2883,,722511.0,92107,Asian,Not Hispanic or Latino
"DEAF COMMUNITY SERVICES OF SAN DIEGO, INC.","1545 HOTEL CIRCLE, SUITE 300",SAN DIEGO,92108-3414,,813410.0,92108,Unanswered,Unknown/NotStated
"HISTOGEN, INC.",10655 SORRENTO VALLEY RD,SAN DIEGO,92121-1609,,541714.0,92121,Unanswered,Unknown/NotStated
DAWNSIGN PRESS INC,6130 Nancy Ridge Drive,San Diego,92121,,511130.0,92121,Unanswered,Unknown/NotStated
"NEXT RETIREMENT SOLUTIONS, LLC",12651 HIGH BLUFF DR STE 250,SAN DIEGO,92130,,523930.0,92130,White,Not Hispanic or Latino
"RANCHO LA PUERTA, LLC",5090 Shoreham Place Suite 207,San Diego,92122,,721110.0,92122,Unanswered,Unknown/NotStated
"SURF CITY TSP, LP",4490 FANUEL ST  217,SAN DIEGO,92109-8739,,722511.0,92109,Unanswered,Unknown/NotStated
POLVERA DRYWALL OF RIVERSIDE CORPORATION,8315 Miralani Dr,San Diego,92126-4348,,238310.0,92126,Unanswered,Unknown/NotStated
POLVERA DRYWALL OF RIVERSIDE CORP.,8315 MIRALANI DR,SAN DIEGO,92126-4348,,238310.0,92126,Unanswered,Unknown/NotStated
ADVANCED ACOUSTIC CONTRACTORS INC.,9752 Aspen Creek Ct,San Diego,92126-1081,,238310.0,92126,White,Unknown/NotStated
"K.I.D.S. THERAPY ASSOCIATES, INC.",11838 BERNARDO PLAZA CT STE 110,SAN DIEGO,92128-2414,,621340.0,92128,Unanswered,Unknown/NotStated
"3-D ENTERPRISES, INCORPORATED","3665 RUFFIN RD, STE 103",SAN DIEGO,92123,,237310.0,92123,White,Not Hispanic or Latino
"AHERN AGRIBUSINESS, INC.",9465 CUSTOMHOUSE PLZ SUITE G,SAN DIEGO,92154,,424910.0,92154,Unanswered,Unknown/NotStated
PACIFIC PRECISION INSTRUMENTS INC,4635 VIEWRIDGE AVE,SAN DIEGO,92123,,335999.0,92123,Unanswered,Unknown/NotStated
"INTERNATIONAL HOTEL ASSOCIATES #11, LLC",411 Hotel Cir S,San Diego,92108-3402,,721110.0,92108,Unanswered,Unknown/NotStated
"ELECTRONIC & TELECOM SYSTEMS, INC.","10225 BARNES CANYON RD., SUITE #A110",SAN DIEGO,92121,,518210.0,92121,White,Hispanic or Latino
"TURPIN DRYWALL CONTRACTING, INC.",4435 GLACIER AVE,SAN DIEGO,92120-3303,,238310.0,92120,Unanswered,Unknown/NotStated
JCL INVESTMENT INC,4805 Convoy St,San Diego,92111-1610,,722511.0,92111,Unanswered,Unknown/NotStated
ONPOINT HEALTHCARE SOLUTIONS INC,2869 Historic Decatur Rd,San Diego,92106-6015,,561320.0,92106,Unanswered,Unknown/NotStated
WINGERT GREBING BRUBAKER & JUSKIE LLP,"600 W. BROADWAY, SUITE 1200",SAN DIEGO,92101,,541110.0,92101,Unanswered,Unknown/NotStated
JFAT LLC DBA JIMMY'S FAMOUS AMERICAN TAVERN,4990 N Harbor Dr Ste 100,San Diego,92106-2371,,722511.0,92106,Unanswered,Unknown/NotStated
NEWEST CONSTRUCTION CO INC.,9235 Trade Pl,San Diego,92126-6313,,237110.0,92126,Unanswered,Unknown/NotStated
100S SEAFOOD BUFFET INC.,2828 Camino del Rio S,San Diego,92108-3809,,722511.0,92108,Unanswered,Unknown/NotStated
ADVANCED NETWORK INC.,8940 Activity Rd Ste F,San Diego,92126-4461,,561110.0,92126,White,Not Hispanic or Latino
"PACIFIC BEACH RESTAURANT GROUP, LP",4190 Mission Blvd,SAN DIEGO,92109,,722511.0,92109,Unanswered,Not Hispanic or Latino
THE BRIDGE GROUP INC,6136 Mission Gorge Rd,San Diego,92120-3494,,524298.0,92120,Unanswered,Unknown/NotStated
THE BRIDGE GROUP,6136 Mission Gorge Road,San Diego,92120-3400,,524210.0,92120,Unanswered,Unknown/NotStated
NEXTDEAVOR SERVICES,STE 500 1455 FRAZEE RD,SAN DIEGO,92108-4350,,561330.0,92108,Asian,Not Hispanic or Latino
RANCHO BERNARDO COMMUNITY PRESBYTERIAN CHURCH,17010 Pomerado rd,San Diego,92128,,813110.0,92128,Unanswered,Unknown/NotStated
NAUTILUS ENTERTAINMENT DESIGN INC,1010 TURQUOISE ST STE 215,SAN DIEGO,92109-1200,,541921.0,92109,Unanswered,Unknown/NotStated
"AGILE IT, INC",4660 LA JOLLA VILLAGE DR 100,SAN DIEGO,92122,,541512.0,92122,Unanswered,Unknown/NotStated
ASPHALT & CONCRETE SPECIALIST,9455 RIDGEHAVEN CT SUITE 200,SAN DIEGO,92123-1629,,237310.0,92123,Unanswered,Unknown/NotStated
"BETTER PAYROLL, LLC",6755 MIRA MESA BLVD STE 123- 335,SAN DIEGO,92121,,541618.0,92121,Unanswered,Unknown/NotStated
PACIFIC PRECISION INSTRUMENTS INC.,4635 Viewridge Ave,San Diego,92123-1639,,335999.0,92123,Unanswered,Unknown/NotStated
KESARI HOSPITALITY LLC,445 Hotel Cir S,San Diego,92108-3402,Home2 Suites by Hilton,721110.0,92108,Asian,Not Hispanic or Latino
"PRESIDIO PROPERTY TRUST, INC.",4995 Murphy Canyon Road Suite 300,SAN DIEGO,92123-4326,,531120.0,92123,Unanswered,Unknown/NotStated
"EDMIN.COM, INC.",5095 Murphy Canyon Road #255,SAN DIEGO,92123-4328,,541519.0,92123,Unanswered,Unknown/NotStated
"MYOFFICE, INC",6060 Nancy Ridge Dr,San Diego,92121-3210,,423210.0,92121,White,Not Hispanic or Latino
RAKI RAKI & CO.,4646 Convoy St Ste 102,San Diego,92111-2315,,722511.0,92111,Asian,Not Hispanic or Latino
"SAN JUAN HILLS GOLF, LP",17550 Bernardo Oaks Dr,San Diego,92128-2112,,713910.0,92128,White,Not Hispanic or Latino
RF- LAMBDA USA INC,9115 BROWN DEER RD,SAN DIEGO,92121-2239,,423620.0,92121,Unanswered,Unknown/NotStated
CORTECHS LABS INC,4690 Executive Dr Suite 250,SAN DIEGO,92121,,541511.0,92121,Unanswered,Unknown/NotStated
SHELTER ISLAND YACHTWAYS LTD,2330 Shelter Island Dr Ste 1,San Diego,92106-3127,,336612.0,92106,Unanswered,Unknown/NotStated
M.W. VASQUEZ CONSTRUCTION CO. INC.,3009 G St,San Diego,92102-3222,,238320.0,92102,Unanswered,Unknown/NotStated
YENG MIDAS TOUCH INC,5046 Newport Ave,San Diego,92107-3010,,722511.0,92107,Asian,Not Hispanic or Latino
KUHN &AMP; KOVIAK CPA'S INC,7676 HAZARD CENTER DRIVE SUITE 700,SAN DIEGO,92108,,,92108,Unanswered,Unknown/NotStated
DRYWALL SPECIALTY CONTRACTORS INC,6512 El Cajon Blvd Ste C,San Diego,92115-2701,,238310.0,92115,Unanswered,Unknown/NotStated
CAFE MOTO INC,2619 National Ave,San Diego,92113-3617,,722513.0,92113,Unanswered,Unknown/NotStated
NATIONAL ASSOCIATION OF HISPANIC REAL ESTATE PROFESSIONALS,2375 Northside Dr Ste 360,San Diego,92108-2713,,813910.0,92108,Unanswered,Unknown/NotStated
MESA BORDER INC,10789 Westview Pkwy,San Diego,92126-2963,,722511.0,92126,Unanswered,Unknown/NotStated
"EQUITY BUILDERS, INC","8868 Clairemont Mesa Blvd,Suite A",San Diego,92123-1102,,236220.0,92123,Unanswered,Not Hispanic or Latino
"BALESTRERI, POTOCKI & HOLMES, A LAW CORPORATION",401 B ST STE 1470,SAN DIEGO,92101-4270,,922130.0,92101,White,Not Hispanic or Latino
GRANDESIGN ADVERTISING FIRM INC.,125 14TH ST,SAN DIEGO,92101-7523,,541810.0,92101,Unanswered,Unknown/NotStated
INTERPRETERS UNLIMITED INC.,10650 Treena St Ste 109,San Diego,92131-2436,,541930.0,92131,Asian,Not Hispanic or Latino
GARCIA HERNANDEZ SAWHNEY LLP,401 B St,San Diego,92101-4200,,541110.0,92101,White,Hispanic or Latino
NEW LEAF BIOFUEL LLC,2285 Newton Ave,San Diego,92113-3619,,325199.0,92113,Unanswered,Unknown/NotStated
ANABIOS CORPORATION,3030 BUNKER HILL ST #312,SAN DIEGO,92109-5704,,541990.0,92109,Unanswered,Unknown/NotStated
"PATHWAY INNOVATIONS AND TECHNOLOGIES, INC","9985 PACIFIC HEIGHTS BLVD, STE 100",SAN DIEGO,92121-4371,,541512.0,92121,Unanswered,Unknown/NotStated
"LIGHTING ASSOCIATION OF SAN DIEGO, INC.",5625 RUFFIN RD,SAN DIEGO,92123,,423220.0,92123,Unanswered,Unknown/NotStated
BERNARDO WINERY INC,13330 Paseo del Verano Norte,San Diego,92128-1804,,722511.0,92128,Unanswered,Not Hispanic or Latino
J GEYER PLUMBING INC,11722 Sorrento Valley Rd Ste J,San Diego,92121-1005,,238220.0,92121,White,Not Hispanic or Latino
"J GEYER PLUMBING, INC.",11722 SORRENTO VALLEY RD,SAN DIEGO,92121-1005,,238220.0,92121,White,Not Hispanic or Latino
"ADVANCED ACOUSTIC CONTRACTORS, INC.",9752 ASPEN CREEK CT,SAN DIEGO,92126-1071,,238390.0,92126,White,Unknown/NotStated
QUIGLEY FINE WINES LLC,1551 4th Ave Ste 101,San Diego,92101-3149,,722410.0,92101,Unanswered,Unknown/NotStated
"SAN DIEGO VALVE &#X26; FITTING CO., INC.",9170 CAMINO SANTA FE,SAN DIEGO,92121,,423720.0,92121,White,Not Hispanic or Latino
TALENTSMART INC,11526 SORRENTO VALLEY RD20592371-06,SAN DIEGO,92121,,541611.0,92121,Unanswered,Unknown/NotStated
CERTIFIED AIRCONDITIONING INC,12520 High Bluff Dr Ste 312,San Diego,92130-2063,,238220.0,92130,Unanswered,Unknown/NotStated
"ALLIANCE MECHANICAL SYSTEMS, INC",12520 HIGH BLUFF DR SUITE 312,SAN DIEGO,92130-2063,,238220.0,92130,Unanswered,Unknown/NotStated
SHELTER ISLAND YACHTWAYS LTD,2330 Shelter Island Dr Unit 1,SAN DIEGO,92106-3110,,336612.0,92106,Unanswered,Unknown/NotStated
THE PLATYPUS INSTITUTE INC.,610 W Ash St Ste 1505,San Diego,92101-3350,,541715.0,92101,White,Not Hispanic or Latino
NATIONAL ASSOCIATION OF HISPANIC REAL ESTATE PROFESSIONALS,"2375 NORTHSIDE DR, STE. 360",SAN DIEGO,92108,,813910.0,92108,Unanswered,Unknown/NotStated
"1835 COLUMBIA STREET, LP",1835 Columbia St,SAN DIEGO,92101-2505,,721110.0,92101,White,Unknown/NotStated
ROYAL HOSPITALITY INC.,5550 Kearny Mesa Rd,San Diego,92111-1304,,721110.0,92111,Unanswered,Not Hispanic or Latino
HANNA. GABRIEL. WELLS.,1955 BACON ST,SAN DIEGO,92107,,541310.0,92107,Unanswered,Unknown/NotStated
"PRIVATE ASSET MANAGEMENT, INC",5348 Carroll Canyon Rd Ste 200,San Diego,92121,,523920.0,92121,Unanswered,Unknown/NotStated
"PHIL'S BBQ OF RANCHO BERNARDO, INC",17051 West Bernardo Drive,SAN DIEGO,92127-1457,,722513.0,92127,Unanswered,Unknown/NotStated
ARTIANO SHINOFF ABED BLUMENFELD CARELLI SLEETH & WADE,2488 HISTORIC DECATUR RD STE 200,SAN DIEGO,92106-6113,,541110.0,92106,Unanswered,Unknown/NotStated
LITTLE ITALY FARMERS INC.,550 W Date St STE A,San Diego,92101,,722511.0,92101,Unanswered,Unknown/NotStated
LARRABEE ALBI COKER LLP,9920 PACIFIC HEIGHTS BOULEVARD SUITE 300,SAN DIEGO,92121,,,92121,White,Not Hispanic or Latino
"XPERA, INC.",10911 Technology Place,San Diego,92127-1811,,236220.0,92127,Unanswered,Unknown/NotStated
MILAN EQUITY GROUP LLC,11545 Windcrest LN 200,SAN DIEGO,92128,,,92128,Unanswered,Unknown/NotStated
CATLOAF INC,7710 Balboa Ave Ste 311,San Diego,92111-2254,,722511.0,92111,Unanswered,Unknown/NotStated
BEE INTERNATIONAL INC,2020 Piper Ranch Rd Ste 120,San Diego,92154-6261,,424450.0,92154,Unanswered,Unknown/NotStated
ANAHEIM DESERT INN AND SUITES LP,321 7th Ave,San Diego,92101-7174,,721110.0,92101,Unanswered,Unknown/NotStated
VEKTREX ELECTRONIC SYSTEMS INC,10225 Barnes Canyon Rd Ste A213,San Diego,92121-2734,,334515.0,92121,Unanswered,Unknown/NotStated
"TAKELESSONS, INC.",1320 COLUMBIA ST,SAN DIEGO,92101-3436,,611610.0,92101,Unanswered,Unknown/NotStated
YENG  INC.,1853 Venice St,San Diego,92107-2955,,722511.0,92107,Asian,Not Hispanic or Latino
ROCK 10 INSURANCE SERVICES,7125 EL CAJON BLVD,SAN DIEGO,92115,,524210.0,92115,Unanswered,Unknown/NotStated
HYPERIKON INC.,707 Broadway Ste 800,San Diego,92101-5386,,334419.0,92101,Unanswered,Unknown/NotStated
ZUHEIR INC,6950 EL CAJON BLVD,SAN DIEGO,92115-1738,,238150.0,92115,Unanswered,Unknown/NotStated
GOPROTO INC,3940 RUFFIN RD STE A,SAN DIEGO,92123-1826,,334419.0,92123,Unanswered,Unknown/NotStated
SAN DIEGO REPERTORY THEATRE,79 Horton Plz,San Diego,92101-6144,,711110.0,92101,Unanswered,Unknown/NotStated
SILLMAN WRIGHT ARCHITECTS,"7515 Metropolitan Drive, Suite 400",San Diego,92108-4402,,541310.0,92108,Unanswered,Unknown/NotStated
KIDS INCLUDED TOGETHER,2828 ROOSEVELT RD Ste 202,SAN DIEGO,92106-6034,,611430.0,92106,Unanswered,Unknown/NotStated
"EPIK MANAGEMENT, INC.",3703 CAMINO DEL RIO,SAN DIEGO,92108-4033,,621511.0,92108,Unanswered,Not Hispanic or Latino
UNITED CEREBRAL PALSY ASSOCIATION OF SAN,8525 Gibbs Dr Ste 209,San Diego,92123-1765,,624120.0,92123,White,Not Hispanic or Latino
UNITED CEREBRAL PALSY ASSOCIATION OF SAN DIEGO COUNTY,8525 GIBBS DR #209,SAN DIEGO,92123-1765,,813212.0,92123,White,Not Hispanic or Latino
"CALIFORNIA BOXING CLUBS, LLC",8650 GENESEE AVE,SAN DIEGO,92122-1124,,713940.0,92122,Unanswered,Unknown/NotStated
"LUKE 1909, LLC",2865 SIMS RD,SAN DIEGO,92106-6036,,722511.0,92106,Unanswered,Unknown/NotStated
CALIFORNIA BOXING CLUBS LLC,8650 Genesee Ave Ste 206,San Diego,92122-1124,,713940.0,92122,Unanswered,Unknown/NotStated
XY - THE PERSISTENT COMPANY,1405 30th St Ste A,San Diego,92154-3403,,541511.0,92154,Unanswered,Unknown/NotStated
ANSOL INC.,4250 PACIFIC HIGHWAY STE 118,SAN DIEGO,92110,,541330.0,92110,Unanswered,Unknown/NotStated
"ANALYTIC PATHOLOGY MEDICAL GROUP, INC.",9295 FARNHAM ST SUITE 100,SAN DIEGO,92123-1201,,621111.0,92123,Unanswered,Not Hispanic or Latino
SAN DIEGO IMPORTING INC.,2061 India Street,SAN DIEGO,92101,,722513.0,92101,Unanswered,Unknown/NotStated
MOBILITY SOLUTIONS INC,7895 CONVOY COURT STE 11,SAN DIEGO,92111,,423450.0,92111,Unanswered,Not Hispanic or Latino
KIDS INCLUDED TOGETHER,2820 Roosevelt Rd,San Diego,92106-6146,,611430.0,92106,Unanswered,Unknown/NotStated
FIREHOUSE RESTAURANT INC,722 Grand Ave,San Diego,92109,,722513.0,92109,White,Not Hispanic or Latino
DEBT RESOLUTION DIRECT LLC,6863 FRIARS RD STE 101,SAN DIEGO,92108,,812990.0,92108,Unanswered,Unknown/NotStated
POLARIS PHARMACEUTICALS INC.,10675 Sorrento Valley Rd Ste 200,San Diego,92121-1617,,325412.0,92121,Unanswered,Unknown/NotStated
CYDEA INC.,8510-8520,SAN DIEGO,92126,,423990.0,92126,Unanswered,Unknown/NotStated
CONCORTIS BIOSYSTEMS CORP,4955 Directors Place,SAN DIEGO,92121,,541511.0,92121,Unanswered,Unknown/NotStated
TECHNOLOGY UNLIMITED GROUP,1885 Sefton Place,San Diego,92107,,453998.0,92107,Unanswered,Unknown/NotStated
FULL PACKAGE DELIVERY LLC,3822 Albatross St Apt 2,San Diego,92103-3018,,492210.0,92103,Black or African American,Unknown/NotStated
THE LOCAL GROUP LLC,809 Thomas Ave,San Diego,92109-3941,,722511.0,92109,Asian,Unknown/NotStated
ULT INTERNATIONAL TRANSPORTATION INC,670 ALTA RD,SAN DIEGO,92154-5747,,488999.0,92154,Asian,Not Hispanic or Latino
NATIONAL CONFLICT RESOLUTION CENTER,530 B STREET STE 1700,SAN DIEGO,92101-4400,,624190.0,92101,Unanswered,Unknown/NotStated
DIRTY DOGS AND MEOW LLC,5721 MEADOWS DEL MAR,SAN DIEGO,92130-4869,,812910.0,92130,Unanswered,Unknown/NotStated
NEVADA LEASE & RENTALS INC,"3355 Admiral Boland Way, Rm 179",SAN DIEGO,92101-1100,,532111.0,92101,White,Not Hispanic or Latino
"ROISE BARBERS, INC.",899 MARKET ST,SAN DIEGO,92101-6424,Floyd's 99,812111.0,92101,Unanswered,Unknown/NotStated
K-T HOLMES INC.,135 Broadway,San Diego,92101-5001,,722511.0,92101,Unanswered,Not Hispanic or Latino
LUCKY LINE PRODUCTS INC.,7890 Dunbrook Rd,San Diego,92126-4369,,339999.0,92126,White,Not Hispanic or Latino
GREG HOWARD SEPARATE TRUST,7890 DUNBROOK ROAD,SAN DIEGO,92126-4369,,339999.0,92126,Unanswered,Unknown/NotStated
P HOST SAN ANTONIO LP,1775 HANCOCK ST STE 200,SAN DIEGO,92110-2036,,721110.0,92110,Unanswered,Unknown/NotStated
LONG CLOUD BREWING COMPANY,3415 6th Ave Unit 1400,San Diego,92103-5056,,722410.0,92103,Unanswered,Unknown/NotStated
G.N.T LP,3444 Camino del Rio N Ste 202,San Diego,92108-1712,,531120.0,92108,Unanswered,Unknown/NotStated
"GROUNDLEVEL LANDSCAPE ARCHITECTURE, INC",2605 State St. Suite B,SAN DIEGO,92103,,541320.0,92103,Unanswered,Not Hispanic or Latino
G5 GLOBAL PARTNERS IX LLC,2151 Hotel Cir S,San Diego,92108-3314,Hampton Inn,721110.0,92108,Unanswered,Unknown/NotStated
"ARCTRADE, INC.","12707 High Bluff Drive, Suite 200",San Diego,92130-2035,,541511.0,92130,Asian,Not Hispanic or Latino
HUGHES & PIZZUTO APC,401 B Street,San Diego,92101-4200,,541110.0,92101,Unanswered,Unknown/NotStated
HISC 158 INC.,8775 Aero Dr #235,SAN DIEGO,92123-1703,,624190.0,92123,White,Not Hispanic or Latino
ETURI CORP,12255 El Camino Real Ste 125,San Diego,92130,,541511.0,92130,Unanswered,Unknown/NotStated
"WATER & SPORTS PHYSICAL THERAPY, INC.",2999 Mission Blvd Suite 101,SAN DIEGO,92109,,621340.0,92109,White,Not Hispanic or Latino
ARGUS WEST INC.,7183 Navajo Rd Ste M,San Diego,92119-1617,,561611.0,92119,Unanswered,Unknown/NotStated
SAN DIEGO MOTORSPORTS INC.,5755 KEARNY VILLA RD,SAN DIEGO,92123,,711212.0,92123,Unanswered,Unknown/NotStated
KUHN & KOVIAK CPA'S INC,7676 Hazard Center Dr Ste 700,San Diego,92108-4510,,541211.0,92108,Unanswered,Unknown/NotStated
INTERNATIONAL EDUCATIONAL SERVICES LLC,415 Broadway,San Diego,92101-5107,,611630.0,92101,Unanswered,Unknown/NotStated
OXFORD INTERNATIONAL EDUCATION LTD 3,415 Broadway,San Diego,92101-5107,,611630.0,92101,Unanswered,Unknown/NotStated
SDREADER INC.,2323 Broadway Ste 200,San Diego,92102-1950,,511110.0,92102,Unanswered,Unknown/NotStated
5TH STREET CAPITAL INC.,2020 Camino del Rio N Ste 700,San Diego,92108-1545,,531390.0,92108,Unanswered,Unknown/NotStated
AFJR PARTNERSHIP LP,6565 Miramar Rd,San Diego,92121-2506,,531190.0,92121,Unanswered,Unknown/NotStated
IPG INVESTMENT ADVISORS LLC,350 10TH AVE Suite 1150,SAN DIEGO,92101-7433,,523920.0,92101,Unanswered,Unknown/NotStated
WIN & GREAT TIMES LLC,9335 Kearny Mesa Rd,San Diego,92126-4502,Holiday Inn,721110.0,92126,Unanswered,Unknown/NotStated
"HRB MANAGEMENT, LLC",207  5TH AVE,SAN DIEGO,92101-6908,,561110.0,92101,Unanswered,Unknown/NotStated
MONARCH SCHOOL PROJECT,1625 NEWTON AVE,SAN DIEGO,92113,,813990.0,92113,Unanswered,Unknown/NotStated
MRV SYSTEMS LLC,6370 Lusk Blvd Ste F100,San Diego,92121-2754,,332313.0,92121,Unanswered,Unknown/NotStated
"T.B.F. INVESTMENTS, INC.",1202 MARKET ST,SAN DIEGO,92101,,423990.0,92101,Unanswered,Unknown/NotStated
"CYDEA, INC.",8510 Miralani Dr,SAN DIEGO,92126-4351,,454110.0,92126,Unanswered,Unknown/NotStated
"HARBOR FOODS #2, INC.",3111 Camino Del Rio N. Ste 400,SAN DIEGO,92108,Oggi's,236220.0,92108,Unanswered,Unknown/NotStated
GROUNDLEVEL LANDSCAPE ARCHITECTURE INC.,2605 State St Ste B,San Diego,92103-6419,,541320.0,92103,Unanswered,Not Hispanic or Latino
SOUTHLAND TECHNOLOGY INC,8053 Vickers St,San Diego,92111-1917,,541330.0,92111,Unanswered,Not Hispanic or Latino
SOUTHLAND TECHNOLOGY INC.,8053 VICKERS ST,SAN DIEGO,92111-1917,,443142.0,92111,Unanswered,Not Hispanic or Latino
MDP CATERING AND EVENTS INC,1895 CAMINO DEL RIO S,SAN DIEGO,92108,,722320.0,92108,White,Not Hispanic or Latino
CARRILLO'S COLLISION REPAIR INC.,3074 Adams Ave,San Diego,92116-1501,,811121.0,92116,Unanswered,Unknown/NotStated
MONARCH SCHOOL PROJECT,1625 Newton Ave,San Diego,92113-1012,,611110.0,92113,Unanswered,Unknown/NotStated
SAN DIEGO PRECISION MACHINING INC.,9375 Ruffin Ct,San Diego,92123-5304,,332710.0,92123,White,Not Hispanic or Latino
DYE PRECISION CNC INC,10637 Scripps Summit Ct,San Diego,92131-3961,,332710.0,92131,White,Not Hispanic or Latino
PERFECT WINDOWS AND DOORS INC.,5980 Fairmount Ave Ste 108,San Diego,92120-4002,,444190.0,92120,White,Not Hispanic or Latino
C & J KIDS CORPORATION DBA KIDS CARE CLUB,10414 Craftsman Way,San Diego,92127-3502,,624410.0,92127,White,Unknown/NotStated
